,carat,cut,color,clarity,depth,table,price,x,y,z,price/carat
3964,1.1,Very Good,E,SI2,60,58,4539,6.72,6.75,4.04,4126.363636
3965,0.54,Premium,F,SI1,60.4,58,1555,5.29,5.2,3.17,2879.62963
3966,1.01,Ideal,I,SI1,61.9,59,4638,6.38,6.42,3.96,4592.079208
3967,1.51,Ideal,I,SI1,62.6,55,9344,7.37,7.26,4.58,6188.07947
3968,1,Fair,E,SI1,57.4,62,5212,6.54,6.59,3.77,5212
3969,1.18,Premium,G,VS2,61.5,58,9516,6.87,6.79,4.2,8064.40678
3970,0.43,Very Good,G,SI1,60.4,58,754,4.87,4.9,2.95,1753.488372
3971,0.51,Very Good,E,VS2,59.5,63,1671,5.22,5.17,3.09,3276.470588
3972,0.43,Ideal,G,VVS1,61.5,56,1118,4.87,4.89,3,2600
3973,0.72,Very Good,E,VS2,63.8,57,3035,5.66,5.69,3.62,4215.277778
3974,0.4,Very Good,F,VS2,63.6,56,867,4.66,4.68,2.97,2167.5
3975,0.53,Ideal,G,VVS2,61.5,56,1881,5.18,5.22,3.2,3549.056604
3976,0.51,Ideal,G,VVS1,61,57,1933,5.17,5.19,3.16,3790.196078
3977,1,Ideal,J,VS1,62.3,56,4032,6.43,6.38,3.99,4032
3978,0.7,Ideal,G,VS2,62.3,57,2723,5.66,5.7,3.54,3890
3979,1.2,Ideal,J,SI2,61.7,56,4659,6.79,6.87,4.21,3882.5
3980,0.43,Ideal,H,VVS2,61.3,56,943,4.86,4.9,2.99,2193.023256
3981,0.55,Ideal,F,VS2,61.2,55,1698,5.3,5.28,3.24,3087.272727
3982,1.01,Premium,G,VS2,59.1,58,6027,6.63,6.56,3.9,5967.326733
3983,0.35,Premium,E,VS2,60.4,60,767,4.52,4.55,2.74,2191.428571
3984,0.39,Premium,J,VS1,61.6,59,616,4.67,4.71,2.89,1579.487179
3985,1.31,Very Good,I,SI2,60.9,58,5652,7.03,7.07,4.29,4314.503817
3986,0.57,Fair,E,SI1,64.6,59,1383,5.22,5.18,3.36,2426.315789
3987,1.2,Ideal,F,VS2,62.6,56,8486,6.78,6.73,4.23,7071.666667
3988,0.72,Ideal,I,VVS1,61.4,57,2642,5.77,5.8,3.55,3669.444444
3989,0.32,Ideal,E,VVS2,62.3,56,842,4.37,4.4,2.73,2631.25
3990,0.42,Ideal,I,SI1,62.3,54,654,4.82,4.84,3.01,1557.142857
3991,1.54,Premium,I,SI2,59.4,61,7727,7.56,7.49,4.47,5017.532468
3992,1.5,Very Good,E,SI1,60.8,58,11688,7.32,7.36,4.46,7792
3993,0.79,Very Good,F,SI1,62.9,57,3519,5.86,5.94,3.71,4454.43038
3994,0.3,Ideal,H,IF,62,57,764,4.26,4.29,2.65,2546.666667
3995,1.09,Very Good,D,SI2,62.2,59,4598,6.46,6.49,4.03,4218.348624
3996,0.96,Premium,E,SI2,58.2,58,4462,6.52,6.47,3.78,4647.916667
3997,1.24,Premium,H,SI2,62.1,58,4854,6.92,6.88,4.28,3914.516129
3998,1.02,Ideal,G,VS1,61.6,55,7129,6.53,6.46,4,6989.215686
3999,0.72,Very Good,I,SI1,59.8,58,2026,5.84,5.87,3.5,2813.888889
4000,0.43,Good,D,SI1,63.4,55,774,4.78,4.84,3.05,1800
4001,1,Good,E,SI2,61.5,64,4077,6.29,6.22,3.85,4077
4002,0.48,Ideal,I,VVS2,62.1,56,1061,5.01,5.04,3.12,2210.416667
4003,0.5,Premium,F,SI1,59.6,60,1282,5.12,5.15,3.06,2564
4004,0.51,Ideal,E,VS2,61.9,57,1662,5.12,5.09,3.16,3258.823529
4005,0.4,Premium,D,SI2,60,58,855,4.84,4.8,2.89,2137.5
4006,0.41,Ideal,J,VS1,62.8,56,707,4.73,4.79,2.99,1724.390244
4007,0.4,Premium,I,VVS1,60.8,58,1080,4.78,4.76,2.9,2700
4008,0.39,Ideal,G,VS2,61.5,57,745,4.69,4.74,2.9,1910.25641
4009,0.76,Very Good,E,SI2,60.8,60,2831,5.89,5.98,3.61,3725
4010,0.59,Ideal,D,VS1,60.9,56,2175,5.39,5.44,3.3,3686.440678
4011,1.2,Ideal,H,VS1,62.1,57,7869,6.77,6.82,4.22,6557.5
4012,0.9,Very Good,I,SI2,61.3,56,2800,6.17,6.23,3.8,3111.111111
4013,1.01,Premium,G,VS2,60.2,59,5759,6.48,6.55,3.92,5701.980198
4014,1.63,Ideal,G,SI2,62.6,53,10680,7.55,7.49,4.71,6552.147239
4015,0.74,Premium,E,VS1,60,57,3133,5.94,5.89,3.55,4233.783784
4016,0.51,Ideal,G,VS2,62,56,1443,5.18,5.11,3.19,2829.411765
4017,0.91,Ideal,D,VVS2,62,54,8707,6.2,6.25,3.86,9568.131868
4018,1.36,Very Good,F,VS1,62.7,60,11946,7.05,7.02,4.41,8783.823529
4019,1.13,Ideal,E,VVS2,61.6,56,11115,6.69,6.71,4.13,9836.283186
4020,1.03,Very Good,H,SI2,60.9,57,4101,6.5,6.58,3.98,3981.553398
4021,0.3,Ideal,E,VS2,62.6,54,658,4.28,4.31,2.69,2193.333333
4022,0.42,Premium,G,VS2,60.1,61,1087,4.84,4.81,2.9,2588.095238
4023,1.51,Very Good,J,SI1,60.9,59,7812,7.33,7.41,4.49,5173.509934
4024,0.54,Premium,E,SI1,60.2,58,1361,5.27,5.3,3.18,2520.37037
4025,0.9,Ideal,E,SI1,61.9,54,5373,6.19,6.22,3.84,5970
4026,2.03,Premium,J,SI2,62.7,59,12380,8.08,8.02,5.05,6098.522167
4027,0.41,Very Good,D,VVS2,61.2,62,1295,4.78,4.82,2.94,3158.536585
4028,0.31,Ideal,I,IF,60.9,57,635,4.39,4.44,2.69,2048.387097
4029,0.77,Premium,E,SI1,60.9,58,2896,5.94,5.88,3.6,3761.038961
4030,1.01,Very Good,E,SI1,61.1,57,4563,6.44,6.5,3.95,4517.821782
4031,0.4,Ideal,I,SI1,62.2,55,654,4.72,4.77,2.95,1635
4032,1.2,Premium,J,SI1,60.6,59,4838,6.88,6.84,4.16,4031.666667
4033,1,Ideal,F,VS2,62.1,57,5929,6.34,6.38,3.95,5929
4034,0.51,Premium,D,VVS2,60.8,60,2387,5.23,5.14,3.15,4680.392157
4035,0.41,Good,I,VS1,63.7,57,755,4.67,4.72,2.99,1841.463415
4036,0.38,Ideal,H,VS1,62.2,53.7,768,4.63,4.68,2.9,2021.052632
4037,1.2,Premium,I,SI2,60,58,5080,6.93,6.91,4.15,4233.333333
4038,0.41,Ideal,F,VS1,62,56,1076,4.81,4.77,2.97,2624.390244
4039,0.33,Ideal,G,VVS2,61.7,56,752,4.42,4.46,2.74,2278.787879
4040,0.3,Premium,E,VS2,62.4,59,658,4.26,4.3,2.67,2193.333333
4041,0.39,Ideal,F,VVS2,60.4,60,1031,4.73,4.78,2.87,2643.589744
4042,0.43,Premium,G,SI1,62.7,56,968,4.83,4.8,3.02,2251.162791
4043,0.59,Very Good,E,VS1,60,56,2021,5.46,5.5,3.29,3425.423729
4044,0.43,Premium,F,VS1,62.5,58,1129,4.85,4.78,3.01,2625.581395
4045,1.02,Ideal,E,SI2,62,59,4645,6.43,6.4,3.98,4553.921569
4046,1.11,Very Good,F,VS1,62.1,58,8233,6.63,6.7,4.14,7417.117117
4047,0.46,Premium,D,VS2,60.9,58,1388,4.97,4.94,3.02,3017.391304
4048,0.31,Premium,H,VVS2,60.6,60,802,4.38,4.34,2.64,2587.096774
4049,0.6,Premium,E,VS1,61,61,1875,5.46,5.39,3.31,3125
4050,1.23,Ideal,H,I1,61.8,56,4025,6.85,6.91,4.25,3272.357724
4051,0.7,Very Good,F,SI1,62.8,57,2250,5.61,5.66,3.54,3214.285714
4052,0.4,Premium,E,VS1,61.5,58,800,4.73,4.76,2.92,2000
4053,0.38,Ideal,E,VS2,61.5,54,968,4.67,4.69,2.88,2547.368421
4054,0.91,Premium,E,SI2,60,60,3379,6.28,6.23,3.75,3713.186813
4055,0.38,Ideal,E,VVS2,61.8,53.7,1073,4.67,4.69,2.89,2823.684211
4056,1.16,Very Good,G,VVS2,61.6,58,9205,6.67,6.73,4.13,7935.344828
4057,0.32,Ideal,F,VS2,61.3,57,828,4.4,4.37,2.69,2587.5
4058,0.33,Ideal,D,VS2,62.1,56,1002,4.48,4.44,2.77,3036.363636
4059,0.44,Premium,G,SI1,61.9,58,990,4.87,4.83,3,2250
4060,0.3,Very Good,G,VS1,62.1,55,585,4.28,4.31,2.67,1950
4061,0.52,Ideal,F,VS2,61.6,56,1446,5.14,5.18,3.18,2780.769231
4062,0.23,Very Good,D,VVS2,60.4,59,530,3.95,4,2.4,2304.347826
4063,1.21,Ideal,G,VS2,61.9,55,7996,6.9,6.84,4.25,6608.264463
4064,1.22,Premium,D,SI1,62.3,60,5739,6.84,6.8,4.25,4704.098361
4065,0.74,Ideal,G,SI2,61.7,56,2690,5.8,5.87,3.6,3635.135135
4066,2.43,Fair,G,SI2,64.5,57,14975,8.41,8.36,5.41,6162.55144
4067,0.46,Ideal,H,VS1,62.3,53,983,4.96,4.99,3.1,2136.956522
4068,0.3,Ideal,D,VS2,61.1,56,710,4.32,4.36,2.65,2366.666667
4069,1.23,Ideal,E,SI2,61.2,55,6288,6.92,7.01,4.26,5112.195122
4070,0.41,Ideal,H,VVS1,60.5,55,971,4.83,4.89,2.94,2368.292683
4071,0.3,Premium,F,VS1,59.8,60,799,4.39,4.31,2.6,2663.333333
4072,1.51,Premium,F,SI1,60.9,59,8828,7.42,7.33,4.49,5846.357616
4073,1,Ideal,F,VVS2,61.7,53,8958,6.46,6.48,3.99,8958
4074,1.21,Premium,F,VVS1,63,59,11175,6.75,6.7,4.24,9235.53719
4075,0.35,Premium,E,VS2,61.6,58,767,4.52,4.57,2.8,2191.428571
4076,0.35,Ideal,D,SI1,62.3,55,827,4.54,4.51,2.82,2362.857143
4077,0.42,Very Good,E,VS1,62.1,55,1105,4.81,4.85,3,2630.952381
4078,0.27,Ideal,D,VS2,60.2,57,470,4.19,4.21,2.53,1740.740741
4079,0.4,Premium,G,SI2,61.9,61,765,4.74,4.69,2.92,1912.5
4080,0.32,Ideal,F,VS2,62.6,55,645,4.38,4.41,2.75,2015.625
4081,1.06,Premium,H,SI1,62.8,58,4872,6.49,6.47,4.07,4596.226415
4082,0.31,Premium,G,VVS1,62.6,61,1046,4.31,4.28,2.69,3374.193548
4083,0.43,Premium,G,VS2,61.2,58,1113,4.9,4.84,2.98,2588.372093
4084,0.9,Good,D,SI1,63.8,58,4193,6.09,6.13,3.9,4658.888889
4085,0.34,Very Good,G,VVS2,61.7,56,775,4.47,4.51,2.77,2279.411765
4086,0.5,Very Good,D,VS1,63.1,57,1715,5.04,5,3.17,3430
4087,1.71,Very Good,E,SI1,63.4,56,13970,7.58,7.5,4.78,8169.590643
4088,0.33,Good,F,VVS1,63.3,57,764,4.38,4.44,2.79,2315.151515
4089,0.64,Ideal,H,SI2,60.8,56,1125,5.57,5.61,3.4,1757.8125
4090,0.33,Ideal,G,IF,61.8,55,1052,4.48,4.45,2.76,3187.878788
4091,1.23,Very Good,H,SI1,61,59,6458,6.91,6.86,4.2,5250.406504
4092,2.5,Fair,J,SI2,66.9,58,14652,8.36,8.22,5.55,5860.8
4093,0.9,Premium,H,SI2,59.5,60,2927,6.32,6.29,3.75,3252.222222
4094,0.71,Ideal,E,VS2,62.1,57,3191,5.71,5.75,3.56,4494.366197
4095,1.01,Good,H,SI1,63.7,56,4610,6.34,6.33,4.08,4564.356436
4096,1.2,Ideal,H,SI2,61.1,57,4368,6.9,6.81,4.19,3640
4097,1.06,Ideal,F,VS1,61.7,57,8344,6.55,6.57,4.05,7871.698113
4098,1.5,Premium,F,VS2,61.6,58,14071,7.31,7.37,4.52,9380.666667
4099,0.36,Ideal,H,VVS1,62.3,56,821,4.54,4.57,2.84,2280.555556
4100,1.28,Ideal,G,SI2,61.4,57,5995,6.99,6.96,4.28,4683.59375
4101,0.41,Ideal,E,VVS2,62.5,57,1082,4.76,4.71,2.96,2639.02439
4102,0.47,Ideal,H,IF,62.4,57,1865,4.97,5,3.11,3968.085106
4103,0.41,Very Good,F,VVS1,58.9,58,1295,4.84,4.87,2.86,3158.536585
4104,1.51,Premium,G,VS2,58.1,61,11746,7.57,7.54,4.39,7778.807947
4105,1.29,Good,J,VS2,58.2,61,5898,7.07,7.12,4.13,4572.093023
4106,2,Premium,F,SI1,62.6,59,18493,8.1,8.04,5.05,9246.5
4107,1,Very Good,H,VVS1,62.3,60,6022,6.28,6.36,3.94,6022
4108,0.4,Ideal,G,SI1,60.2,56,900,4.83,4.77,2.89,2250
4109,0.32,Ideal,H,SI1,61,56.6,471,4.4,4.43,2.7,1471.875
4110,0.4,Ideal,E,VVS1,61.5,56,1333,4.7,4.73,2.9,3332.5
4111,0.7,Good,H,SI2,63.8,57,1856,5.58,5.55,3.55,2651.428571
4112,0.55,Premium,G,SI2,61.8,56,1280,5.28,5.23,3.25,2327.272727
4113,1.01,Premium,E,SI1,62.4,59,5430,6.38,6.35,3.97,5376.237624
4114,1.15,Premium,I,SI2,61.3,57.3,5123,6.71,6.78,4.13,4454.782609
4115,0.53,Ideal,G,IF,61.4,56,2247,5.2,5.24,3.21,4239.622642
4116,1.01,Ideal,F,VVS2,61.8,56,8532,6.46,6.49,4,8447.524752
4117,2.03,Premium,H,VS2,62.6,59,18139,8.1,8.06,5.06,8935.46798
4118,0.71,Premium,E,VS2,62.5,60,2735,5.7,5.66,3.55,3852.112676
4119,0.34,Ideal,G,SI1,61.9,55.5,531,4.49,4.54,2.79,1561.764706
4120,0.63,Premium,F,SI1,60.9,56,1736,5.58,5.56,3.39,2755.555556
4121,0.42,Very Good,I,SI1,63.5,54,829,4.76,4.72,3.01,1973.809524
4122,0.45,Ideal,G,SI1,61.6,54,831,4.96,4.98,3.06,1846.666667
4123,0.56,Very Good,D,IF,60.7,56,4440,5.34,5.36,3.25,7928.571429
4124,0.71,Ideal,I,VS2,62.3,59,2233,5.68,5.71,3.55,3145.070423
4125,0.92,Premium,D,SI1,62.5,59,5028,6.24,6.14,3.87,5465.217391
4126,0.28,Very Good,H,VVS1,61.5,58,504,4.17,4.22,2.58,1800
4127,0.44,Good,E,VS2,62.2,62,1059,4.79,4.85,3,2406.818182
4128,1.02,Premium,G,SI2,58.1,58,4078,6.67,6.58,3.85,3998.039216
4129,0.35,Premium,E,SI1,61.2,58,788,4.59,4.53,2.79,2251.428571
4130,1.5,Very Good,G,SI2,61.3,63,8148,7.28,7.23,4.45,5432
4131,1.54,Premium,D,VS2,59.3,59,16736,7.54,7.61,4.49,10867.53247
4132,2.01,Ideal,H,SI1,61.9,60,17892,8.09,8.07,5,8901.492537
4133,0.42,Good,G,VVS2,57.7,59.8,1076,4.95,4.96,2.86,2561.904762
4134,1.38,Very Good,H,SI1,63.2,56,7836,7.08,7.03,4.46,5678.26087
4135,0.74,Ideal,G,VS1,61.5,55,2780,5.81,5.86,3.59,3756.756757
4136,1.06,Premium,J,SI2,61.3,60,3740,6.59,6.52,4.02,3528.301887
4137,0.57,Ideal,E,VS2,62.2,55,1698,5.3,5.34,3.31,2978.947368
4138,0.57,Ideal,H,SI2,62,57,1121,5.3,5.35,3.3,1966.666667
4139,0.39,Ideal,D,VS1,61.8,57,979,4.68,4.7,2.9,2510.25641
4140,0.53,Premium,D,VS2,61.5,58,1956,5.24,5.2,3.21,3690.566038
4141,0.5,Very Good,F,VS2,62.6,54,1404,5.1,5.13,3.2,2808
4142,1.1,Ideal,I,VS2,62,56,4897,6.67,6.62,4.12,4451.818182
4143,1.13,Ideal,G,VS1,61,56.4,7808,6.7,6.75,4.1,6909.734513
4144,0.7,Ideal,E,VS2,60.8,56,3504,5.74,5.78,3.5,5005.714286
4145,0.24,Very Good,F,VVS1,63.5,54,485,3.92,3.96,2.5,2020.833333
4146,0.57,Very Good,D,VVS1,62.8,56,3126,5.27,5.31,3.32,5484.210526
4147,0.9,Ideal,F,SI2,62.4,57,3881,6.23,6.15,3.86,4312.222222
4148,0.3,Very Good,D,SI2,61.8,58,447,4.29,4.32,2.66,1490
4149,1.23,Very Good,E,VS1,61.5,58,10730,6.88,6.93,4.25,8723.577236
4150,1.54,Ideal,H,SI1,61.1,56,9391,7.47,7.42,4.56,6098.051948
4151,0.7,Good,E,VS1,59.4,61,3063,5.79,5.83,3.45,4375.714286
4152,0.41,Very Good,E,VS1,62.2,58,954,4.74,4.78,2.96,2326.829268
4153,0.72,Ideal,H,VVS1,61.8,55,3180,5.74,5.78,3.56,4416.666667
4154,0.72,Premium,J,VS1,63,56,1875,5.72,5.67,3.59,2604.166667
4155,0.3,Very Good,F,IF,62.4,56,886,4.28,4.31,2.68,2953.333333
4156,2.1,Very Good,G,SI2,63.4,58,13007,8.19,8.12,5.17,6193.809524
4157,0.41,Premium,E,SI2,62.9,58,876,4.77,4.74,2.99,2136.585366
4158,0.41,Ideal,D,VS2,59.7,57,1177,4.87,4.84,2.9,2870.731707
4159,1.77,Very Good,G,SI1,63.1,57,11796,7.68,7.63,4.83,6664.40678
4160,0.43,Premium,F,SI1,61.7,58,948,4.84,4.82,2.98,2204.651163
4161,1.06,Premium,G,VVS2,59.6,58,8149,6.65,6.61,3.95,7687.735849
4162,0.31,Ideal,G,VS1,62.3,54,586,4.31,4.33,2.69,1890.322581
4163,0.91,Ideal,I,VS2,62.2,59,3726,6.13,6.18,3.83,4094.505495
4164,2.24,Ideal,I,SI2,62.1,57,15852,8.31,8.4,5.19,7076.785714
4165,1.21,Ideal,H,VVS1,62.8,55,8286,6.78,6.82,4.27,6847.933884
4166,1.01,Good,I,VS2,63.6,57,3620,6.3,6.21,3.98,3584.158416
4167,0.32,Ideal,E,VVS1,61.7,55,1020,4.42,4.39,2.72,3187.5
4168,1.01,Fair,D,VS2,65.3,58,6366,6.29,6.24,4.09,6302.970297
4169,0.3,Ideal,I,VVS2,62.8,57,507,4.26,4.28,2.68,1690
4170,0.41,Good,E,VVS2,63.1,58,1060,4.72,4.75,2.99,2585.365854
4171,1.14,Premium,I,SI1,62.2,58,4788,6.7,6.67,4.16,4200
4172,0.75,Premium,D,SI1,59.2,58,3024,5.96,5.93,3.52,4032
4173,1.96,Very Good,H,SI2,62.7,58,13099,7.86,7.93,4.95,6683.163265
4174,0.36,Ideal,H,VS2,61,55,587,4.59,4.62,2.81,1630.555556
4175,1.61,Ideal,I,VS2,61.7,56,11826,7.52,7.62,4.67,7345.341615
4176,1.07,Very Good,G,SI1,60.5,62,4861,6.6,6.69,4.02,4542.990654
4177,0.5,Very Good,E,VVS2,62.6,59,2105,5.02,5.05,3.15,4210
4178,0.9,Very Good,E,VS1,62.3,56,5001,6.1,6.19,3.83,5556.666667
4179,0.3,Premium,D,SI1,62.1,59,662,4.31,4.29,2.67,2206.666667
4180,0.52,Premium,G,VVS2,61.8,59,2012,5.16,5.13,3.18,3869.230769
4181,0.75,Very Good,E,SI1,63.4,57,2698,5.77,5.75,3.65,3597.333333
4182,1.05,Very Good,E,I1,62.2,61,3234,6.48,6.51,4.04,3080
4183,0.46,Ideal,G,IF,61.6,54,1558,4.97,5,3.07,3386.956522
4184,1.2,Very Good,H,SI1,62.4,57,5868,6.76,6.8,4.23,4890
4185,0.42,Premium,D,VS1,60.8,60,1179,4.84,4.87,2.95,2807.142857
4186,0.34,Very Good,I,SI1,62.8,57,459,4.43,4.45,2.79,1350
4187,0.31,Premium,G,IF,61.7,54,988,4.36,4.33,2.68,3187.096774
4188,1.1,Ideal,F,VS1,61.5,56,9669,6.63,6.66,4.09,8790
4189,0.38,Ideal,E,VS2,62,54.2,805,4.66,4.68,2.89,2118.421053
4190,0.65,Ideal,D,VVS1,60.9,57,5052,5.58,5.61,3.41,7772.307692
4191,0.41,Premium,F,VS1,62.7,58,1007,4.74,4.77,2.98,2456.097561
4192,0.7,Ideal,H,VS1,61.7,55,3004,5.69,5.72,3.52,4291.428571
4193,0.36,Good,I,SI1,63.1,57,486,4.51,4.55,2.86,1350
4194,0.7,Good,D,VVS2,63.3,54,3267,5.6,5.64,3.56,4667.142857
4195,1.23,Ideal,F,VVS2,61.9,55,11927,6.92,6.89,4.27,9696.747967
4196,1.55,Premium,H,SI1,61.8,59,10277,7.45,7.38,4.58,6630.322581
4197,0.23,Premium,G,VVS2,58.1,59,550,4.09,4.03,2.36,2391.304348
4198,1.65,Premium,D,SI1,60.4,60,11310,7.63,7.58,4.59,6854.545455
4199,0.32,Ideal,F,VS2,62.1,57,645,4.35,4.38,2.71,2015.625
4200,0.31,Very Good,I,VVS2,62.5,55,551,4.33,4.36,2.71,1777.419355
4201,0.54,Very Good,G,VS1,63.6,56,1698,5.17,5.24,3.31,3144.444444
4202,0.38,Ideal,D,VS1,62.3,54,983,4.64,4.7,2.9,2586.842105
4203,0.51,Ideal,D,SI1,61.7,55,1569,5.11,5.16,3.17,3076.470588
4204,0.42,Premium,G,SI1,61.7,58,945,4.8,4.76,2.95,2250
4205,0.72,Ideal,G,VS1,62.4,59,3035,5.71,5.74,3.57,4215.277778
4206,0.52,Very Good,E,SI1,61.1,62,1343,5.16,5.18,3.16,2582.692308
4207,0.3,Premium,E,VS2,62.1,58,658,4.29,4.31,2.67,2193.333333
4208,0.54,Premium,H,SI2,61.8,60,972,5.2,5.16,3.2,1800
4209,1.01,Fair,D,SI1,65,57,5385,6.3,6.22,4.07,5331.683168
4210,0.4,Premium,G,VVS1,60.3,58,1155,4.83,4.79,2.9,2887.5
4211,0.91,Premium,D,SI2,62,62,3403,6.25,6.16,3.85,3739.56044
4212,0.55,Ideal,E,VVS1,62.9,57,2609,5.25,5.21,3.29,4743.636364
4213,0.71,Premium,E,SI1,58.9,61,2329,5.79,5.75,3.4,3280.28169
4214,0.72,Ideal,I,VVS2,62.4,53,2340,5.75,5.78,3.6,3250
4215,1.07,Premium,G,SI2,59.9,59,4278,6.67,6.61,3.98,3998.130841
4216,0.37,Very Good,F,VS1,58.6,65,863,4.68,4.71,2.75,2332.432432
4217,0.32,Premium,E,I1,60.9,58,444,4.42,4.38,2.68,1387.5
4218,0.67,Fair,F,SI1,56,67,1642,5.81,5.78,3.25,2450.746269
4219,1.01,Good,E,VS2,63.4,56,5954,6.35,6.37,4.03,5895.049505
4220,1.02,Ideal,F,SI2,61.8,57,4746,6.43,6.49,3.99,4652.941176
4221,0.5,Very Good,D,SI1,60.6,59,1376,5.08,5.12,3.09,2752
4222,0.34,Good,H,SI1,63.7,57,628,4.45,4.44,2.83,1847.058824
4223,1.07,Premium,D,SI1,63,57,6124,6.57,6.47,4.11,5723.364486
4224,1.01,Premium,G,VS1,61.2,58,6335,6.47,6.33,3.92,6272.277228
4225,0.26,Premium,H,VVS2,59.8,61,565,4.18,4.15,2.49,2173.076923
4226,0.71,Good,I,VS2,64.3,63,2214,5.63,5.56,3.6,3118.309859
4227,1.02,Premium,E,VS2,61.6,60,6580,6.51,6.42,3.98,6450.980392
4228,0.91,Good,E,VS2,56.3,64,4823,6.37,6.42,3.6,5300
4229,0.31,Very Good,E,SI1,63.2,59,698,4.31,4.24,2.7,2251.612903
4230,1.18,Very Good,E,I1,63.3,57,3965,6.7,6.64,4.22,3360.169492
4231,0.53,Ideal,F,VS2,61.9,55,1621,5.2,5.23,3.23,3058.490566
4232,0.71,Premium,H,VS2,60.9,58,2363,5.72,5.77,3.5,3328.169014
4233,0.56,Ideal,F,SI1,61.4,57,1441,5.3,5.28,3.25,2573.214286
4234,1.03,Premium,G,SI2,59.9,60,4413,6.56,6.5,3.91,4284.466019
4235,0.71,Ideal,E,SI1,59.9,56,2704,5.86,5.8,3.49,3808.450704
4236,0.39,Ideal,E,VVS1,60.8,58,1183,4.72,4.76,2.88,3033.333333
4237,1.13,Ideal,D,SI2,60.1,55,5412,6.79,6.85,4.1,4789.380531
4238,1.51,Premium,I,VS1,63,59,9513,7.3,7.28,4.59,6300
4239,0.92,Ideal,F,VS2,61.2,56,5805,6.25,6.3,3.84,6309.782609
4240,0.25,Premium,E,VVS2,61.5,59,740,4.04,4.02,2.48,2960
4241,0.71,Very Good,E,SI2,63.3,57,2225,5.65,5.69,3.59,3133.802817
4242,0.42,Premium,G,SI1,62.2,58,945,4.75,4.73,2.95,2250
4243,1.52,Ideal,I,SI2,61.3,60,7582,7.33,7.39,4.51,4988.157895
4244,0.4,Ideal,F,VVS1,61.3,55,1263,4.75,4.78,2.92,3157.5
4245,0.7,Very Good,F,VS2,61.1,62,2250,5.64,5.69,3.46,3214.285714
4246,0.57,Ideal,F,VS2,61.6,56,1684,5.37,5.34,3.3,2954.385965
4247,1.56,Ideal,G,VS1,61.3,56,16052,7.48,7.44,4.57,10289.74359
4248,1.13,Ideal,H,SI1,62.3,56,5483,6.69,6.66,4.16,4852.212389
4249,0.41,Ideal,F,SI1,61.4,57,753,4.76,4.79,2.93,1836.585366
4250,0.73,Ideal,H,IF,62.3,55,3785,5.77,5.79,3.6,5184.931507
4251,0.3,Very Good,I,VS1,60.8,59,473,4.3,4.32,2.62,1576.666667
4252,2.03,Very Good,H,SI2,56.8,61,16442,8.52,8.42,4.81,8099.507389
4253,0.26,Ideal,G,IF,62.2,55,605,4.09,4.13,2.55,2326.923077
4254,0.83,Premium,F,VS2,61.9,58,3408,6.05,6.01,3.73,4106.024096
4255,0.92,Fair,F,SI1,64.9,58,3117,6.1,6.04,3.94,3388.043478
4256,1.01,Very Good,F,VS2,59.1,59,6196,6.58,6.65,3.91,6134.653465
4257,0.93,Very Good,J,VS2,61.1,59,3180,6.32,6.34,3.87,3419.354839
4258,1.15,Premium,G,VVS1,60.8,58,9025,6.77,6.74,4.11,7847.826087
4259,1.21,Ideal,D,VVS2,61.3,56,13965,6.86,6.9,4.22,11541.32231
4260,0.56,Ideal,G,VVS1,62.3,55,2055,5.25,5.31,3.29,3669.642857
4261,1.31,Ideal,F,VS1,61.7,56,11237,7.04,7.02,4.34,8577.862595
4262,1.34,Ideal,G,VVS1,62.2,56,11640,7.11,7.04,4.4,8686.567164
4263,1.01,Premium,H,SI2,60.7,58,3790,6.52,6.49,3.95,3752.475248
4264,1.45,Ideal,J,VS2,61.9,59,7477,7.16,7.21,4.45,5156.551724
4265,1.42,Good,E,SI2,60.1,61,8019,7.32,7.42,4.43,5647.183099
4266,0.32,Ideal,F,VVS1,61.4,56,926,4.38,4.42,2.7,2893.75
4267,0.71,Very Good,H,IF,60.2,61,3444,5.76,5.8,3.48,4850.704225
4268,1.01,Premium,E,SI2,60.4,57,3801,6.53,6.49,3.93,3763.366337
4269,1.01,Premium,E,SI2,62.3,55,3674,6.35,6.29,3.94,3637.623762
4270,0.73,Very Good,G,SI2,62.2,58,2057,5.71,5.77,3.57,2817.808219
4271,0.9,Very Good,F,SI1,63.3,55,4545,6.18,6.12,3.89,5050
4272,1.24,Premium,G,IF,60.5,58,10584,6.94,7,4.22,8535.483871
4273,0.63,Premium,G,VS2,61.5,57,1871,5.54,5.51,3.4,2969.84127
4274,0.3,Ideal,F,VS2,62,54,776,4.34,4.31,2.68,2586.666667
4275,0.34,Ideal,E,VS2,61.2,56,702,4.51,4.54,2.77,2064.705882
4276,1,Fair,F,SI2,65.5,54,3864,6.2,6.16,4.05,3864
4277,0.7,Good,F,SI1,64.1,56,2289,5.63,5.6,3.6,3270
4278,1.11,Ideal,H,SI2,61.3,60,4520,6.68,6.66,4.09,4072.072072
4279,1.51,Ideal,F,SI1,62.3,57,12459,7.33,7.3,4.56,8250.993377
4280,0.31,Ideal,E,VVS2,61,56,1046,4.43,4.39,2.69,3374.193548
4281,0.62,Ideal,D,VVS1,62.2,54,3968,5.45,5.48,3.4,6400
4282,0.7,Good,F,SI1,59.7,64,2337,5.71,5.74,3.42,3338.571429
